Timestamp,hour,dayofweek,month,year,dayofyear,Temperature,Humidity,Demand
2020-01-01,0.0,2.0,1.0,2020.0,1.0,3.0,61.28895133,2457.119872
2020-01-01,1.0,2.0,1.0,2020.0,1.0,3.0,52.87370188,2269.904712
2020-01-01,2.0,2.0,1.0,2020.0,1.0,4.244481524,36.34178252,2215.640403
2020-01-01,3.0,2.0,1.0,2020.0,1.0,3.0,72.62937755,2174.232413
2020-01-01,4.0,2.0,1.0,2020.0,1.0,3.881207759,90.58244351,2472.453006
2020-01-01,5.0,2.0,1.0,2020.0,1.0,10.82257105,67.75343321,3104.845505
2020-01-01,6.0,2.0,1.0,2020.0,1.0,6.306673322,94.91259116,3759.476912
2020-01-01,7.0,2.0,1.0,2020.0,1.0,7.464640228,74.45685967,4114.486001
2020-01-01,8.0,2.0,1.0,2020.0,1.0,14.74687644,66.72500515,4575.159503
2020-01-01,9.0,2.0,1.0,2020.0,1.0,19.73825392,55.03616034,4512.169696
2020-01-01,10.0,2.0,1.0,2020.0,1.0,21.44724451,69.31796175,4622.245785
2020-01-01,11.0,2.0,1.0,2020.0,1.0,18.28490594,56.4143475,4240.094906
2020-01-01,12.0,2.0,1.0,2020.0,1.0,20.21957278,48.9417152,4439.2403
2020-01-01,13.0,2.0,1.0,2020.0,1.0,20.30584508,70.65464651,4758.538052
2020-01-01,14.0,2.0,1.0,2020.0,1.0,14.87428435,55.95688534,4457.071914
2020-01-01,15.0,2.0,1.0,2020.0,1.0,13.86884061,37.03292755,4393.986282
2020-01-01,16.0,2.0,1.0,2020.0,1.0,14.52490746,36.95170271,4730.327617
2020-01-01,17.0,2.0,1.0,2020.0,1.0,13.47973025,39.36372825,4838.64362
2020-01-01,18.0,2.0,1.0,2020.0,1.0,8.93562392,50.04983462,4934.749367
2020-01-01,19.0,2.0,1.0,2020.0,1.0,3.0,75.05193799,4579.005683
2020-01-01,20.0,2.0,1.0,2020.0,1.0,3.835711599,44.73764899,4424.292539
2020-01-01,21.0,2.0,1.0,2020.0,1.0,3.0,59.66619512,3890.171574
2020-01-01,22.0,2.0,1.0,2020.0,1.0,3.0,56.57165355,3213.228194
2020-01-01,23.0,2.0,1.0,2020.0,1.0,3.0,51.48712148,2622.193016
2020-01-02,0.0,3.0,1.0,2020.0,2.0,3.0,54.02277398,2322.713512
2020-01-02,1.0,3.0,1.0,2020.0,2.0,3.140919326,59.97432438,2240.262042
2020-01-02,2.0,3.0,1.0,2020.0,2.0,3.0,62.30774327,2181.594193
2020-01-02,3.0,3.0,1.0,2020.0,2.0,5.206455222,63.3261541,2381.989864
2020-01-02,4.0,3.0,1.0,2020.0,2.0,3.454379703,55.06609619,2400.170086
2020-01-02,5.0,3.0,1.0,2020.0,2.0,3.686492676,63.73995431,2893.752203
2020-01-02,6.0,3.0,1.0,2020.0,2.0,7.395673655,65.16994681,3715.2587
2020-01-02,7.0,3.0,1.0,2020.0,2.0,13.21672352,65.19401804,4425.655009
2020-01-02,8.0,3.0,1.0,2020.0,2.0,21.09908692,61.79149703,4823.971042
2020-01-02,9.0,3.0,1.0,2020.0,2.0,21.38280238,68.73057039,4786.98924
2020-01-02,10.0,3.0,1.0,2020.0,2.0,18.24153603,72.36757129,4376.871163
2020-01-02,11.0,3.0,1.0,2020.0,2.0,21.51195574,62.69056467,4466.270598
2020-01-02,12.0,3.0,1.0,2020.0,2.0,23.37402604,59.83420158,4642.482585
2020-01-02,13.0,3.0,1.0,2020.0,2.0,19.84889928,64.61235037,4527.388062
2020-01-02,14.0,3.0,1.0,2020.0,2.0,17.04251876,47.26878201,4559.255349
2020-01-02,15.0,3.0,1.0,2020.0,2.0,10.5479969,48.68492062,4550.175816
2020-01-02,16.0,3.0,1.0,2020.0,2.0,16.6140119,47.59049056,5001.795597
2020-01-02,17.0,3.0,1.0,2020.0,2.0,12.60065478,54.70244754,4836.225745
2020-01-02,18.0,3.0,1.0,2020.0,2.0,9.879486375,61.29659312,5005.78351
2020-01-02,19.0,3.0,1.0,2020.0,2.0,9.877812519,39.57582364,4710.017294
2020-01-02,20.0,3.0,1.0,2020.0,2.0,6.073462997,63.23802269,4280.036924
2020-01-02,21.0,3.0,1.0,2020.0,2.0,3.674463388,53.99667865,3741.73921
2020-01-02,22.0,3.0,1.0,2020.0,2.0,6.780675834,45.65519744,3165.911593
2020-01-02,23.0,3.0,1.0,2020.0,2.0,3.0,58.9978196,2862.462499
2020-01-03,0.0,4.0,1.0,2020.0,3.0,3.0,80.52565258,2571.783765
2020-01-03,1.0,4.0,1.0,2020.0,3.0,3.0,65.47368721,2453.992412
2020-01-03,2.0,4.0,1.0,2020.0,3.0,3.0,51.32700394,2202.074141
2020-01-03,3.0,4.0,1.0,2020.0,3.0,3.0,74.05055489,2167.156133
2020-01-03,4.0,4.0,1.0,2020.0,3.0,9.124920597,53.13766246,2537.102651
2020-01-03,5.0,4.0,1.0,2020.0,3.0,9.963435593,47.90313425,3092.082022
2020-01-03,6.0,4.0,1.0,2020.0,3.0,5.692420606,62.32762527,3707.728792
2020-01-03,7.0,4.0,1.0,2020.0,3.0,15.52811367,69.1260942,4377.816316
2020-01-03,8.0,4.0,1.0,2020.0,3.0,14.7812017,69.71875777,4670.961507
2020-01-03,9.0,4.0,1.0,2020.0,3.0,16.63617374,70.12174955,4356.172992
2020-01-03,10.0,4.0,1.0,2020.0,3.0,19.54740292,50.97778325,4292.900548
2020-01-03,11.0,4.0,1.0,2020.0,3.0,20.56644382,59.57806958,4379.307485
2020-01-03,12.0,4.0,1.0,2020.0,3.0,19.3734274,51.75056741,4530.196895
2020-01-03,13.0,4.0,1.0,2020.0,3.0,18.72526246,74.04260692,4752.12127
2020-01-03,14.0,4.0,1.0,2020.0,3.0,16.39863065,66.19603709,4725.775472
2020-01-03,15.0,4.0,1.0,2020.0,3.0,20.19355462,37.85214943,4775.815004
2020-01-03,16.0,4.0,1.0,2020.0,3.0,15.04638675,47.08269269,4798.940846
2020-01-03,17.0,4.0,1.0,2020.0,3.0,14.81457323,64.00980964,4965.525237
2020-01-03,18.0,4.0,1.0,2020.0,3.0,10.52930101,54.937285,5055.307058
2020-01-03,19.0,4.0,1.0,2020.0,3.0,3.0,52.97617426,4549.320998
2020-01-03,20.0,4.0,1.0,2020.0,3.0,3.0,61.59210727,4197.742003
2020-01-03,21.0,4.0,1.0,2020.0,3.0,3.0,51.13029025,3719.09585
2020-01-03,22.0,4.0,1.0,2020.0,3.0,3.828923286,60.92574959,3064.642066
2020-01-03,23.0,4.0,1.0,2020.0,3.0,3.0,57.48434577,2936.766794
2020-01-04,0.0,5.0,1.0,2020.0,4.0,3.0,60.95536276,2067.352696
2020-01-04,1.0,5.0,1.0,2020.0,4.0,3.0,66.49407298,2138.504702
2020-01-04,2.0,5.0,1.0,2020.0,4.0,3.0,56.39819903,1880.418696
2020-01-04,3.0,5.0,1.0,2020.0,4.0,4.474526078,60.60349981,2005.823854
2020-01-04,4.0,5.0,1.0,2020.0,4.0,7.738184136,65.80882534,2203.720413
2020-01-04,5.0,5.0,1.0,2020.0,4.0,11.06177212,65.83700387,2706.78803
2020-01-04,6.0,5.0,1.0,2020.0,4.0,8.962081507,71.13955449,3366.827941
2020-01-04,7.0,5.0,1.0,2020.0,4.0,18.95188618,70.38409988,4333.777794
2020-01-04,8.0,5.0,1.0,2020.0,4.0,16.23875929,86.50420745,4060.839726
2020-01-04,9.0,5.0,1.0,2020.0,4.0,17.17019137,74.45966594,3986.453678
2020-01-04,10.0,5.0,1.0,2020.0,4.0,16.42447154,53.57172117,3885.043664
2020-01-04,11.0,5.0,1.0,2020.0,4.0,23.71605094,68.7206667,4037.557466
2020-01-04,12.0,5.0,1.0,2020.0,4.0,21.76940643,60.83639907,4233.965322
2020-01-04,13.0,5.0,1.0,2020.0,4.0,15.44761853,55.63535304,3819.645422
2020-01-04,14.0,5.0,1.0,2020.0,4.0,19.48317812,58.93629849,4392.871073
2020-01-04,15.0,5.0,1.0,2020.0,4.0,13.7059101,64.41146127,4171.588615
2020-01-04,16.0,5.0,1.0,2020.0,4.0,19.07233396,46.44211415,4466.677847
2020-01-04,17.0,5.0,1.0,2020.0,4.0,11.9080912,50.87825307,4299.282709
2020-01-04,18.0,5.0,1.0,2020.0,4.0,7.37402508,53.5814779,4289.431671
2020-01-04,19.0,5.0,1.0,2020.0,4.0,15.31468461,43.71896633,4291.141985
2020-01-04,20.0,5.0,1.0,2020.0,4.0,3.0,67.25657572,3667.797264
2020-01-04,21.0,5.0,1.0,2020.0,4.0,3.0,51.58110791,3391.399352
2020-01-04,22.0,5.0,1.0,2020.0,4.0,3.0,52.57261655,2590.409787
2020-01-04,23.0,5.0,1.0,2020.0,4.0,3.192198723,50.16741581,2355.071525
2020-01-05,0.0,6.0,1.0,2020.0,5.0,3.0,48.68621938,2289.192936
2020-01-05,1.0,6.0,1.0,2020.0,5.0,3.0,59.47188446,1906.04278
2020-01-05,2.0,6.0,1.0,2020.0,5.0,6.133569376,58.8001061,2127.242183
2020-01-05,3.0,6.0,1.0,2020.0,5.0,3.0,72.50601575,1864.34224
2020-01-05,4.0,6.0,1.0,2020.0,5.0,6.931248188,59.38828613,2293.199409
2020-01-05,5.0,6.0,1.0,2020.0,5.0,9.795229992,75.06458254,2856.193178
2020-01-05,6.0,6.0,1.0,2020.0,5.0,11.63989229,81.08373601,3564.226181
2020-01-05,7.0,6.0,1.0,2020.0,5.0,12.90881361,64.86892842,3779.69747
2020-01-05,8.0,6.0,1.0,2020.0,5.0,15.9176451,62.60990863,4165.11194
2020-01-05,9.0,6.0,1.0,2020.0,5.0,18.10465694,56.67024635,4057.841362
2020-01-05,10.0,6.0,1.0,2020.0,5.0,19.60118193,48.16852877,4035.706355
2020-01-05,11.0,6.0,1.0,2020.0,5.0,14.02738145,61.40583442,3607.146398
2020-01-05,12.0,6.0,1.0,2020.0,5.0,21.21669738,65.33107544,4148.00496
2020-01-05,13.0,6.0,1.0,2020.0,5.0,14.89427143,62.70811553,3887.146734
2020-01-05,14.0,6.0,1.0,2020.0,5.0,23.69640008,39.74935205,4478.047808
2020-01-05,15.0,6.0,1.0,2020.0,5.0,11.79643485,66.38175203,4040.090707
2020-01-05,16.0,6.0,1.0,2020.0,5.0,11.2393662,53.5845696,3995.239905
2020-01-05,17.0,6.0,1.0,2020.0,5.0,13.43205172,45.51624367,4223.128991
2020-01-05,18.0,6.0,1.0,2020.0,5.0,7.505927576,54.63580522,4431.970704
2020-01-05,19.0,6.0,1.0,2020.0,5.0,4.898378993,59.86095631,4024.982082
2020-01-05,20.0,6.0,1.0,2020.0,5.0,4.502978557,57.02523483,3655.790536
2020-01-05,21.0,6.0,1.0,2020.0,5.0,7.831691424,28.5299208,3350.816786
2020-01-05,22.0,6.0,1.0,2020.0,5.0,3.17293672,47.7603012,2702.10918
2020-01-05,23.0,6.0,1.0,2020.0,5.0,3.0,62.5903847,2512.923066
2020-01-06,0.0,0.0,1.0,2020.0,6.0,3.0,51.9405785,2493.028875
2020-01-06,1.0,0.0,1.0,2020.0,6.0,3.0,59.23054177,2313.971788
2020-01-06,2.0,0.0,1.0,2020.0,6.0,3.0,62.53194298,2227.698385
2020-01-06,3.0,0.0,1.0,2020.0,6.0,5.608592335,71.75109187,2258.509568
2020-01-06,4.0,0.0,1.0,2020.0,6.0,6.604428967,64.4350019,2413.605236
2020-01-06,5.0,0.0,1.0,2020.0,6.0,5.302254201,45.94889963,2561.602656
2020-01-06,6.0,0.0,1.0,2020.0,6.0,8.483159053,52.95392164,3850.139904
2020-01-06,7.0,0.0,1.0,2020.0,6.0,15.05966337,58.91499532,4309.482409
2020-01-06,8.0,0.0,1.0,2020.0,6.0,13.56538784,60.51416002,4603.552265
2020-01-06,9.0,0.0,1.0,2020.0,6.0,17.25998259,63.22238127,4638.899029
2020-01-06,10.0,0.0,1.0,2020.0,6.0,19.06015199,60.13902614,4425.400429
2020-01-06,11.0,0.0,1.0,2020.0,6.0,26.50510862,75.50180287,4793.521871
2020-01-06,12.0,0.0,1.0,2020.0,6.0,20.76489195,67.09950094,4662.564978
2020-01-06,13.0,0.0,1.0,2020.0,6.0,20.9435417,67.08385739,4835.94608
2020-01-06,14.0,0.0,1.0,2020.0,6.0,23.84831841,55.85663388,5073.080407
2020-01-06,15.0,0.0,1.0,2020.0,6.0,17.34872934,46.18323408,4820.512822
2020-01-06,16.0,0.0,1.0,2020.0,6.0,14.51644023,52.83441616,4733.816549
2020-01-06,17.0,0.0,1.0,2020.0,6.0,13.42731767,42.30573625,4796.039663
2020-01-06,18.0,0.0,1.0,2020.0,6.0,10.7714705,54.91637283,4791.518998
2020-01-06,19.0,0.0,1.0,2020.0,6.0,5.7714967,46.25409683,4492.165854
2020-01-06,20.0,0.0,1.0,2020.0,6.0,7.756598414,61.75868862,4398.302015
2020-01-06,21.0,0.0,1.0,2020.0,6.0,4.449740282,29.2378086,3705.698515
2020-01-06,22.0,0.0,1.0,2020.0,6.0,3.0,59.40640316,3211.918549
2020-01-06,23.0,0.0,1.0,2020.0,6.0,3.0,62.26063682,2857.968639
2020-01-07,0.0,1.0,1.0,2020.0,7.0,3.0,37.69704478,2216.875986
2020-01-07,1.0,1.0,1.0,2020.0,7.0,3.0,84.69450383,2400.102433
2020-01-07,2.0,1.0,1.0,2020.0,7.0,5.831921739,60.96950605,2493.107375
2020-01-07,3.0,1.0,1.0,2020.0,7.0,5.124469438,44.25817811,2241.451559
2020-01-07,4.0,1.0,1.0,2020.0,7.0,3.173952485,61.12069357,2406.161001
2020-01-07,5.0,1.0,1.0,2020.0,7.0,10.60391471,68.0368728,3113.810048
2020-01-07,6.0,1.0,1.0,2020.0,7.0,7.663717528,58.08006948,3794.72927
2020-01-07,7.0,1.0,1.0,2020.0,7.0,10.98518801,59.09765993,4285.030093
2020-01-07,8.0,1.0,1.0,2020.0,7.0,14.08464703,53.64654416,4470.762678
2020-01-07,9.0,1.0,1.0,2020.0,7.0,14.454935,57.60021369,4262.41908
2020-01-07,10.0,1.0,1.0,2020.0,7.0,17.85603181,63.9331331,4502.779174
2020-01-07,11.0,1.0,1.0,2020.0,7.0,18.10694962,53.07929301,4157.819558
2020-01-07,12.0,1.0,1.0,2020.0,7.0,17.2764194,67.69082941,4334.653348
2020-01-07,13.0,1.0,1.0,2020.0,7.0,24.99366737,42.67267271,4995.672588
2020-01-07,14.0,1.0,1.0,2020.0,7.0,19.04191702,49.17228767,4823.680247
2020-01-07,15.0,1.0,1.0,2020.0,7.0,19.34472732,58.25664191,5067.747682
2020-01-07,16.0,1.0,1.0,2020.0,7.0,14.01661633,37.63775184,4587.785143
2020-01-07,17.0,1.0,1.0,2020.0,7.0,6.736631704,54.73490641,4833.704288
2020-01-07,18.0,1.0,1.0,2020.0,7.0,17.78243507,49.29764945,5400.257796
2020-01-07,19.0,1.0,1.0,2020.0,7.0,3.0,37.69667068,4424.534926
2020-01-07,20.0,1.0,1.0,2020.0,7.0,7.116703931,46.15219722,4279.45432
2020-01-07,21.0,1.0,1.0,2020.0,7.0,5.158935506,44.38545963,3768.807077
2020-01-07,22.0,1.0,1.0,2020.0,7.0,3.0,46.82152983,2924.18954
